limite_pd,elegiveis,taxa_elegibilidade,inadimplentes_elegiveis,taxa_inadimplencia_elegiveis,pd_media_elegiveis
0.1,1405,0.23424474824941646,71,0.050533807829181494,0.08816731357397892
0.2,4216,0.7029009669889963,473,0.11219165085388995,0.11991014663593318
0.3,4867,0.8114371457152384,664,0.1364290117115266,0.13620408579894006
0.4,5098,0.8499499833277759,750,0.14711651628089448,0.14560290655443586
